100	500
n008595	27	n005833	90
n008613	350	n002869	211
n008615	265	n002329	192
n008630	106	n005226	53
n008653	34	n008890	397
n008655	35	n005565	119
n008662	81	n002770	57
n008674	25	n006626	279
n008682	490	n002581	184
n008710	91	n003379	52
n008773	454	n003894	51
n008778	212	n006987	53
n008829	13	n003258	198
n008858	91	n000527	5
n008890	288	n004208	232
n008932	168	n004394	196
n008937	114	n005114	193
n008948	141	n004424	78
n008958	384	n004826	126
n008989	65	n005328	108
n009028	190	n004449	226
n009114	184	n007854	257
n009123	20	n001850	84
n009175	41	n002703	24
n009185	456	n005565	252
n009199	350	n008183	316
n009213	40	n008653	15
n009225	320	n009185	224
n009232	169	n004486	161
n009235	387	n005693	123
n009283	194	n008037	288
n009285	42	n004813	150
n009286	97	n008183	262
n009287	39	n005088	138
n009288	46	n004634	89
n009289	23	n008653	5
n009291	184	n008528	65
n009294	40	n000009	31
n000001	153	27
n000009	115	6
n000029	174	314
n000040	8	40
n000078	80	436
n000082	277	355
n000106	130	41
n000129	234	301
n000148	298	249
n000149	277	374
n000178	187	14
n000259	188	83
n000284	261	173
n000363	345	384
n000394	117	56
n000410	70	169
n000452	447	278
n000480	303	263
n000527	240	167
n000596	297	2
n000624	128	368
n000654	53	37
n000658	4	244
n000659	382	361
n000667	469	18
n000689	188	187
n000706	69	114
n000736	325	119
n000740	188	84
n000746	175	171
n000774	29	103
n000775	247	37
n000785	421	341
n000836	114	142
n000838	183	129
n000854	246	410
n000912	163	340
n000928	108	176
n000945	205	16
n000950	115	139
n000958	424	179
n000998	183	67
n001021	182	141
n001059	142	161
n001125	84	68
n001127	267	149
n001146	437	394
n001153	28	4
n001156	12	34
n001174	138	8
n001190	197	216
n001197	29	124
n001199	399	225
n001211	99	341
n001242	411	367
n001256	68	303
n001277	241	129
n001291	442	190
n001293	121	258
n001296	105	281
n001299	82	93
n001302	225	16
n001303	173	264
n001304	173	107
n001337	101	46
n001341	23	101
n001368	170	488
n001401	80	303
n001418	319	331
n001439	317	301
n001446	353	243
n001467	10	4
n001485	302	238
n001576	107	64
n001650	110	60
n001655	321	55
n001672	4	273
n001683	220	288
n001687	221	287
n001708	408	319
n001710	197	14
n001781	187	81
n001811	20	107
n001816	116	217
n001817	182	70
n001830	412	182
n001836	239	174
n001838	85	136
n001850	37	16
n001857	10	61
n001878	180	104
n001898	4	62
n001923	44	107
n001934	151	31
n001935	94	190
n001956	52	102
n001976	210	278
n002009	12	146
n002024	233	244
n002080	298	168
n002081	93	20
n002082	2	304
n002093	75	266
n002106	66	44
n002109	17	168
n002153	165	110
n002158	148	91
n002166	100	72
n002167	156	150
n002216	328	249
n002223	50	203
n002245	122	81
n002257	19	146
n002258	112	98
n002263	223	121
n002267	34	214
n002268	178	133
n002282	174	217
n002284	198	21
n002309	55	217
n002329	197	53
n002351	25	190
n002372	15	176
n002381	35	175
n002384	162	15
n002389	454	184
n002414	50	114
n002421	30	139
n002474	302	93
n002475	147	23
n002503	166	61
n002517	247	346
n002556	209	84
n002561	406	275
n002574	241	411
n002581	70	353
n002596	105	119
n002604	51	65
n002647	246	165
n002659	178	186
n002664	152	178
n002669	56	255
n002681	48	19
n002684	284	384
n002703	225	137
n002715	330	33
n002743	54	62
n002749	31	30
n002761	31	247
n002763	178	68
n002770	322	322
n002773	101	9
n002775	20	159
n002803	151	317
n002838	289	57
n002840	18	58
n002855	33	46
n002857	328	336
n002869	101	208
n002873	253	207
n002878	400	481
n002880	468	322
n002884	101	261
n002889	351	447
n002891	156	119
n002894	190	84
n003001	280	397
n003009	74	232
n003079	50	187
n003092	31	157
n003093	203	27
n003104	249	66
n003115	245	173
n003134	9	214
n003140	389	292
n003205	78	271
n003215	70	164
n003217	557	462
n003258	176	291
n003277	122	149
n003288	130	156
n003298	213	266
n003356	101	116
n003379	58	103
n003415	22	189
n003430	5	147
n003436	6	5
n003461	12	57
n003468	25	258
n003490	181	307
n003513	298	363
n003540	145	256
n003554	260	87
n003570	181	137
n003606	252	51
n003635	299	118
n003653	352	442
n003675	299	197
n003725	13	124
n003728	164	272
n003775	393	101
n003786	39	168
n003836	98	90
n003873	383	242
n003881	139	108
n003894	41	45
n003896	212	340
n003917	156	95
n003958	63	109
n004007	63	358
n004050	55	182
n004064	211	327
n004068	108	15
n004070	11	96
n004078	24	33
n004085	24	77
n004123	280	13
n004157	132	232
n004180	116	249
n004208	64	55
n004233	20	174
n004239	212	84
n004240	154	176
n004243	211	112
n004281	31	223
n004333	103	109
n004338	78	171
n004353	326	122
n004357	290	16
n004366	224	194
n004372	217	231
n004380	65	151
n004387	81	21
n004394	104	42
n004411	53	69
n004424	346	311
n004440	196	183
n004449	269	111
n004461	31	126
n004469	138	72
n004482	244	72
n004486	39	111
n004555	39	216
n004563	279	216
n004580	251	316
n004586	459	388
n004588	1	260
n004634	301	236
n004635	125	221
n004652	387	96
n004658	80	122
n004661	34	135
n004662	36	129
n004663	136	129
n004678	152	110
n004679	323	153
n004709	280	477
n004712	262	23
n004719	87	47
n004738	423	224
n004743	179	274
n004756	166	301
n004771	339	354
n004788	63	83
n004793	446	194
n004798	174	64
n004801	66	164
n004812	161	258
n004813	260	412
n004826	323	207
n004850	450	204
n004885	359	46
n004891	158	247
n004898	136	175
n004905	60	171
n004911	94	330
n004915	14	40
n004925	228	170
n004945	13	309
n004999	220	21
n005073	69	190
n005088	176	204
n005101	214	339
n005104	6	215
n005112	106	13
n005114	102	20
n005120	208	79
n005122	287	112
n005123	323	86
n005135	259	105
n005136	123	254
n005137	17	169
n005145	78	33
n005148	109	88
n005157	142	108
n005159	126	61
n005179	218	402
n005181	140	164
n005188	61	13
n005225	198	213
n005226	112	403
n005233	17	234
n005280	45	196
n005282	204	133
n005294	90	233
n005301	149	228
n005303	101	428
n005306	109	50
n005312	178	343
n005316	133	411
n005319	180	60
n005326	11	30
n005328	107	8
n005334	525	17
n005340	219	108
n005347	139	131
n005359	84	161
n005373	47	52
n005377	27	151
n005380	59	60
n005417	108	108
n005425	154	174
n005427	138	60
n005448	168	240
n005473	83	223
n005474	186	203
n005490	434	414
n005513	3	73
n005552	395	222
n005565	237	26
n005577	205	207
n005607	240	191
n005612	293	308
n005619	258	156
n005621	199	68
n005623	207	10
n005630	168	308
n005633	51	157
n005636	240	43
n005639	286	308
n005648	234	384
n005652	250	277
n005664	121	146
n005666	86	169
n005668	123	66
n005670	65	367
n005680	359	74
n005693	170	308
n005695	314	202
n005706	201	337
n005709	265	395
n005723	124	164
n005726	430	200
n005730	338	92
n005748	109	184
n005755	223	202
n005758	380	583
n005762	238	64
n005764	354	311
n005776	116	329
n005799	211	63
n005831	225	131
n005832	172	158
n005833	33	142
n005872	96	144
n005915	188	6
n005956	39	328
n005963	91	15
n005973	5	442
n006053	289	13
n006123	124	423
n006134	274	162
n006211	107	102
n006247	62	205
n006301	176	465
n006347	166	32
n006451	113	49
n006458	145	328
n006497	71	93
n006531	477	225
n006532	54	52
n006574	68	316
n006626	130	160
n006653	125	12
n006659	28	240
n006772	217	101
n006808	253	226
n006858	162	220
n006909	75	87
n006922	18	315
n006987	21	98
n006992	115	68
n007008	120	141
n007021	183	97
n007068	9	140
n007104	191	236
n007121	228	171
n007133	4	255
n007146	137	311
n007159	256	164
n007162	38	184
n007166	42	45
n007169	19	177
n007210	86	200
n007240	210	162
n007241	66	123
n007246	297	324
n007261	286	232
n007296	62	120
n007358	81	119
n007368	128	476
n007381	21	5
n007385	138	30
n007397	89	276
n007439	110	59
n007474	31	335
n007531	354	147
n007548	21	42
n007571	134	106
n007594	154	23
n007650	246	65
n007651	100	114
n007664	6	124
n007668	109	130
n007700	94	195
n007703	196	37
n007753	374	192
n007854	278	90
n007865	194	190
n007900	6	200
n007909	95	23
n007919	123	203
n007949	238	140
n007951	128	37
n008003	57	50
n008015	261	145
n008020	212	239
n008028	6	95
n008036	158	227
n008037	52	268
n008047	272	372
n008056	365	138
n008105	204	153
n008108	79	207
n008110	134	171
n008155	24	151
n008164	141	309
n008179	229	150
n008183	239	154
n008213	135	74
n008314	21	278
n008317	67	115
n008325	252	52
n008361	323	47
n008436	195	306
n008484	18	1
n008488	240	152
n008528	10	71
n008530	273	324
n008539	24	25
n008558	198	170
n008567	2	82
n008595	148	133
n008613	273	111
n008615	266	88
n008630	3	151
n008653	148	182
n008655	173	103
n008662	87	63
n008674	187	46
n008682	63	180
n008710	495	430
n008773	293	61
n008778	27	26
n008829	41	159
n008858	23	236
n008890	287	473
n008932	49	165
n008937	409	161
n008948	151	115
n008958	337	326
n008989	86	46
n009028	194	201
n009114	133	128
n009123	430	168
n009175	110	71
n009185	150	138
n009199	207	254
n009213	23	308
n009225	186	87
n009232	229	266
n009235	141	228
n009283	13	149
n009285	128	133
n009286	28	67
n009287	160	182
n009288	127	223
n009289	65	97
n009291	29	165
n009294	178	212
n000001	329	n002080	142
n000009	55	n007651	72
n000029	361	n005639	205
n000040	67	n001878	348
n000078	110	n002093	314
n000082	415	n003468	101
n000106	198	n004064	104
n000129	479	n001935	176
n000148	203	n004449	240
n000149	56	n002878	140
n000178	149	n000129	339
n000259	384	n000001	171
n000284	100	n005956	178
n000363	153	n001304	189
n000394	198	n004661	239
n000410	192	n009289	234
n000452	14	n009199	162
n000480	118	n000746	85
n000527	26	n005755	55
n000596	60	n005136	23
n000624	15	n007133	135
n000654	142	n005633	83
n000658	171	n005832	211
n000659	314	n009294	138
n000667	179	n008003	317
n000689	95	n002267	228
n000706	243	n001935	100
n000736	178	n002659	23
n000740	56	n008164	378
n000746	79	n002894	142
n000774	280	n002517	5
n000775	139	n006772	436
n000785	94	n001368	448
n000836	101	n002749	9
n000838	230	n007240	196
n000854	70	n001439	269
n000912	289	n005831	74
n000928	178	n002081	211
n000945	98	n005301	91
n000950	256	n004157	245
n000958	220	n001857	271
n000998	208	n004281	66
n001021	142	n008858	150
n001059	178	n005359	1
n001125	78	n004243	360
n001127	250	n002414	223
n001146	136	n005347	40
n001153	71	n006574	79
n001156	269	n001650	34
n001174	61	n001303	282
n001190	93	n005607	128
n001197	44	n007133	32
n001199	24	n004678	92
n001211	281	n001418	69
n001242	383	n001211	43
n001256	143	n007121	78
n001277	215	n003725	137
n001291	343	n009285	119
n001293	148	n001898	8
n001296	108	n008890	286
n001299	221	n003205	228
n001302	153	n001838	220
n001303	166	n002372	25
n001304	243	n004801	204
n001337	94	n001296	198
n001341	196	n000736	144
n001368	483	n008317	168
n001401	17	n005282	130
n001418	71	n004239	142
n001439	131	n001293	274
n001446	380	n005122	4
n001467	47	n006247	355
n001485	40	n009213	28
n001576	43	n007133	285
n001650	59	n001830	283
n001655	113	n002258	148
n001672	118	n002703	128
n001683	283	n007909	385
n001687	46	n002414	189
n001708	109	n000001	144
n001710	194	n005101	365
n001781	315	n007949	224
n001811	34	n007241	156
n001816	48	n006909	117
n001817	165	n003490	264
n001830	445	n003917	48
n001836	327	n008164	11
n001838	59	n008890	368
n001850	6	n004050	397
n001857	269	n007385	358
n001878	367	n008179	308
n001898	220	n008155	11
n001923	72	n005301	161
n001934	2	n001687	300
n001935	129	n009286	15
n001956	357	n000912	357
n001976	82	n004663	190
n002009	94	n003217	205
n002024	85	n003001	65
n002080	10	n007439	5
n002081	82	n004945	140
n002082	73	n004661	370
n002093	411	n008003	312
n002106	295	n004580	61
n002109	62	n004486	66
n002153	263	n005799	236
n002158	310	n005280	50
n002166	113	n008567	158
n002167	88	n004635	234
n002216	122	n002263	246
n002223	145	n009114	128
n002245	98	n000480	226
n002257	3	n008653	41
n002258	214	n009123	5
n002263	331	n002372	207
n002267	45	n000363	454
n002268	246	n007439	204
n002282	147	n003513	296
n002284	287	n008047	153
n002309	20	n004469	14
n002329	70	n004885	171
n002351	107	n007210	168
n002372	64	n008630	276
n002381	71	n007548	322
n002384	162	n004826	12
n002389	304	n002080	270
n002414	145	n003490	128
n002421	246	n002351	160
n002474	96	n007381	101
n002475	48	n001935	230
n002503	135	n002891	171
n002517	333	n000363	58
n002556	20	n002372	53
n002561	450	n002258	71
n002574	257	n004411	244
n002581	27	n002891	214
n002596	211	n001956	173
n002604	71	n003635	184
n002647	261	n003215	50
n002659	66	n000040	176
n002664	280	n005135	91
n002669	69	n000452	453
n002681	106	n004353	262
n002684	351	n001302	197
n002703	192	n004180	206
n002715	276	n004240	110
n002743	148	n002761	124
n002749	323	n005145	33
n002761	117	n003513	368
n002763	389	n008595	181
n002770	54	n006653	48
n002773	48	n006134	342
n002775	165	n005956	340
n002803	110	n001935	110
n002838	293	n008710	131
n002840	33	n009289	123
n002855	217	n002351	165
n002857	212	n002838	382
n002869	324	n001277	51
n002873	24	n001059	198
n002878	69	n000129	328
n002880	358	n004898	244
n002884	14	n004812	68
n002889	387	n008015	195
n002891	19	n007240	234
n002894	135	n007703	209
n003001	129	n002803	212
n003009	37	n004411	244
n003079	167	n005630	228
n003092	420	n004085	273
n003093	3	n005340	375
n003104	225	n002389	69
n003115	20	n001672	212
n003134	7	n001153	7
n003140	347	n002282	203
n003205	247	n001299	16
n003215	2	n003958	86
n003217	30	n004064	195
n003258	98	n005973	263
n003277	106	n006653	75
n003288	144	n002884	182
n003298	261	n006134	298
n003356	57	n003079	139
n003379	72	n002267	341
n003415	164	n002216	133
n003430	188	n005668	14
n003436	33	n006134	68
n003461	422	n000284	208
n003468	122	n007700	75
n003490	244	n002245	148
n003513	348	n005513	95
n003540	207	n005316	352
n003554	166	n001211	13
n003570	79	n007703	218
n003606	53	n007703	157
n003635	159	n006987	79
n003653	222	n000178	62
n003675	385	n004662	86
n003725	19	n002414	49
n003728	89	n001710	82
n003775	234	n003513	283
n003786	267	n004366	124
n003836	411	n003140	94
n003873	161	n004380	90
n003881	52	n007439	162
n003894	64	n003606	141
n003896	69	n002873	75
n003917	43	n002009	2
n003958	180	n001934	173
n004007	194	n005762	207
n004050	259	n005188	206
n004064	115	n004240	51
n004068	45	n005135	285
n004070	32	n005706	362
n004078	159	n000284	267
n004085	114	n003093	170
n004123	191	n004208	85
n004157	48	n009225	276
n004180	157	n001836	101
n004208	32	n008829	83
n004233	241	n005956	184
n004239	247	n004709	58
n004240	49	n005425	48
n004243	136	n006247	162
n004281	150	n002803	8
n004333	123	n001683	10
n004338	404	n002503	352
n004353	45	n008829	64
n004357	118	n001439	224
n004366	192	n008778	8
n004372	249	n002389	133
n004380	68	n004719	154
n004387	183	n000838	62
n004394	67	n009294	71
n004411	72	n001683	238
n004424	460	n001021	104
n004440	5	n005963	156
n004449	37	n000259	12
n004461	150	n001146	92
n004469	123	n000624	58
n004482	159	n008829	147
n004486	98	n009288	11
n004555	174	n009123	37
n004563	173	n004486	169
n004580	248	n003009	113
n004586	261	n007397	75
n004588	214	n008662	43
n004634	253	n003430	104
n004635	190	n007397	42
n004652	346	n004719	50
n004658	275	n004915	73
n004661	29	n004482	120
n004662	123	n001341	7
n004663	8	n003728	239
n004678	67	n008653	176
n004679	168	n008530	52
n004709	160	n005513	158
n004712	364	n006347	58
n004719	237	n003104	254
n004738	45	n001857	42
n004743	353	n008989	399
n004756	307	n003554	35
n004771	353	n004070	123
n004788	106	n008155	42
n004793	263	n004905	227
n004798	13	n003468	145
n004801	125	n000654	185
n004812	230	n005833	91
n004813	429	n005181	82
n004826	152	n001304	179
n004850	44	n007900	6
n004885	338	n005088	85
n004891	242	n004798	191
n004898	83	n001672	8
n004905	265	n002257	64
n004911	263	n006574	82
n004915	113	n006347	196
n004925	174	n006134	351
n004945	62	n000394	45
n004999	28	n003104	270
n005073	147	n000029	41
n005088	221	n007368	95
n005101	350	n005776	233
n005104	101	n003430	283
n005112	392	n006922	164
n005114	152	n004461	233
n005120	10	n003490	102
n005122	106	n003881	84
n005123	112	n000774	219
n005135	76	n005301	218
n005136	177	n005764	55
n005137	6	n007397	21
n005145	113	n007668	6
n005148	118	n002703	109
n005157	13	n003468	149
n005159	151	n001197	133
n005179	151	n005490	394
n005181	259	n002880	73
n005188	9	n001156	136
n005225	27	n008036	137
n005226	335	n003092	87
n005233	252	n008105	198
n005280	66	n000363	319
n005282	159	n006134	362
n005294	226	n005157	71
n005301	143	n009232	8
n005303	316	n005758	346
n005306	86	n009199	50
n005312	22	n002309	145
n005316	142	n006123	377
n005319	165	n003513	4
n005326	87	n005380	55
n005328	88	n002574	159
n005334	16	n005380	16
n005340	11	n004743	499
n005347	223	n007900	360
n005359	9	n008325	21
n005373	255	n002474	121
n005377	92	n002889	328
n005380	244	n005359	105
n005417	54	n007571	131
n005425	68	n005762	158
n005427	47	n001781	55
n005448	171	n004801	161
n005473	429	n008937	99
n005474	125	n008003	105
n005490	134	n002894	332
n005513	51	n007169	79
n005552	193	n007133	81
n005565	76	n000001	313
n005577	150	n003513	59
n005607	44	n009213	191
n005612	66	n007068	203
n005619	233	n002669	290
n005621	33	n001467	77
n005623	231	n000775	26
n005630	310	n004999	4
n005633	140	n005157	9
n005636	313	n002158	71
n005639	147	n002664	175
n005648	384	n004281	32
n005652	252	n004925	265
n005664	118	n008662	25
n005666	209	n001576	195
n005668	33	n003728	202
n005670	345	n004555	14
n005680	344	n001341	175
n005693	66	n009288	196
n005695	88	n002894	116
n005706	76	n005630	206
n005709	78	n008317	200
n005723	489	n004756	143
n005726	321	n003653	5
n005730	26	n001830	94
n005748	182	n008314	207
n005755	197	n005915	301
n005758	294	n002267	275
n005762	45	n006653	59
n005764	233	n003894	20
n005776	274	n006347	162
n005799	259	n008108	48
n005831	410	n004580	42
n005832	222	n003092	282
n005833	111	n004387	193
n005872	17	n003728	23
n005915	193	n000149	74
n005956	225	n003009	238
n005963	18	n008003	192
n005973	411	n007594	3
n006053	189	n001710	25
n006123	355	n005135	145
n006134	122	n001021	115
n006211	5	n008028	12
n006247	305	n006858	6
n006301	179	n005226	431
n006347	127	n005709	347
n006451	65	n005326	119
n006458	28	n000746	149
n006497	160	n003001	421
n006531	74	n009114	138
n006532	52	n005474	85
n006574	326	n008488	191
n006626	237	n009287	53
n006653	96	n002414	126
n006659	159	n004366	304
n006772	384	n004233	92
n006808	282	n001446	97
n006858	157	n007104	77
n006909	41	n008155	162
n006922	80	n002517	374
n006987	46	n000452	365
n006992	173	n005872	120
n007008	103	n001708	16
n007021	78	n005474	158
n007068	249	n002840	75
n007104	196	n005417	203
n007121	2	n004387	27
n007133	107	n007246	276
n007146	224	n003093	284
n007159	157	n001190	167
n007162	73	n002763	240
n007166	120	n000689	214
n007169	93	n005973	367
n007210	266	n005233	20
n007240	24	n005101	131
n007241	6	n002869	331
n007246	215	n009287	161
n007261	302	n005122	140
n007296	113	n001838	62
n007358	7	n003836	16
n007368	430	n005280	26
n007381	113	n005448	51
n007385	53	n009291	190
n007397	129	n000774	75
n007439	100	n009199	98
n007474	1	n004793	57
n007531	162	n006301	68
n007548	127	n003277	108
n007571	269	n005303	435
n007594	117	n005181	22
n007650	166	n007854	241
n007651	237	n003277	91
n007664	19	n007068	246
n007668	11	n005776	177
n007700	56	n005280	156
n007703	251	n002669	281
n007753	71	n006992	73
n007854	176	n008108	42
n007865	70	n003134	241
n007900	206	n005303	464
n007909	310	n002216	235
n007919	480	n002106	56
n007949	244	n008325	173
n007951	166	n007385	60
n008003	173	n002840	112
n008015	146	n002284	237
n008020	171	n002561	116
n008028	70	n005799	321
n008036	110	n007210	166
n008037	168	n006053	160
n008047	220	n007900	303
n008056	212	n003881	91
n008105	198	n003873	295
n008108	226	n004738	227
n008110	150	n004756	241
n008155	67	n008164	65
n008164	80	n001401	146
n008179	227	n003786	33
n008183	269	n007021	4
n008213	266	n007358	119
n008314	290	n005474	205
n008317	190	n002604	19
n008325	45	n003140	269
n008361	536	n007700	240
n008436	359	n004826	518
n008484	39	n002684	361
n008488	299	n005316	391
n008528	76	n001418	153
n008530	220	n008183	16
n008539	81	n005303	197
n008558	199	n008539	45
n008567	95	n008858	319
n008595	165	n008653	102
n008613	271	n002381	210
n008615	211	n008682	456
n008630	80	n001304	91
n008653	138	n008595	290
n008655	187	n001439	305
n008662	137	n001836	64
n008674	16	n006772	364
n008682	243	n008436	98
n008710	208	n002763	40
n008773	143	n001125	75
n008778	123	n002167	253
n008829	46	n005963	216
n008858	206	n002749	104
n008890	387	n004440	56
n008932	251	n005377	83
n008937	195	n009283	289
n008948	214	n004771	33
n008958	398	n005157	76
n008989	418	n005630	364
n009028	9	n009286	8
n009114	85	n000838	70
n009123	324	n004387	130
n009175	49	n005280	32
n009185	409	n002659	6
n009199	288	n005159	161
n009213	295	n001836	55
n009225	104	n000998	88
n009232	150	n002081	64
n009235	104	n005380	210
n009283	26	n005668	116
n009285	18	n001878	342
n009286	129	n002421	112
n009287	128	n002153	8
n009288	29	n002773	108
n009289	139	n008056	165
n009291	171	n005577	144
n009294	138	n002581	316
n000001	203	412
n000009	78	45
n000029	395	161
n000040	82	80
n000078	15	371
n000082	213	264
n000106	53	277
n000129	495	275
n000148	99	158
n000149	78	448
n000178	147	194
n000259	251	269
n000284	333	316
n000363	23	263
n000394	177	99
n000410	83	93
n000452	449	323
n000480	204	207
n000527	246	67
n000596	263	98
n000624	111	109
n000654	150	65
n000658	121	386
n000659	489	404
n000667	394	11
n000689	108	124
n000706	125	251
n000736	69	358
n000740	11	74
n000746	3	162
n000774	268	39
n000775	261	147
n000785	140	490
n000836	36	52
n000838	97	9
n000854	367	408
n000912	72	155
n000928	230	147
n000945	218	217
n000950	244	257
n000958	142	426
n000998	27	20
n001021	167	123
n001059	159	159
n001125	27	43
n001127	290	255
n001146	148	468
n001153	160	38
n001156	233	271
n001174	198	167
n001190	365	301
n001197	132	43
n001199	137	388
n001211	171	116
n001242	312	456
n001256	73	293
n001277	145	109
n001291	478	359
n001293	196	229
n001296	15	268
n001299	151	105
n001302	5	324
n001303	125	157
n001304	69	131
n001337	154	103
n001341	106	77
n001368	215	87
n001401	365	185
n001418	166	292
n001439	271	80
n001446	390	355
n001467	60	189
n001485	43	54
n001576	9	89
n001650	97	178
n001655	9	184
n001672	226	174
n001683	128	170
n001687	291	210
n001708	344	338
n001710	3	155
n001781	124	135
n001811	197	97
n001816	117	160
n001817	265	52
n001830	61	229
n001836	241	339
n001838	88	213
n001850	2	26
n001857	137	177
n001878	74	275
n001898	129	111
n001923	133	155
n001934	52	172
n001935	88	208
n001956	140	71
n001976	413	288
n002009	33	135
n002024	102	274
n002080	95	273
n002081	205	197
n002082	129	113
n002093	132	47
n002106	338	1
n002109	179	48
n002153	249	278
n002158	114	11
n002166	4	33
n002167	308	69
n002216	282	184
n002223	184	31
n002245	142	207
n002257	117	150
n002258	82	4
n002263	10	329
n002267	161	160
n002268	193	221
n002282	144	94
n002284	113	106
n002309	110	209
n002329	89	183
n002351	89	4
n002372	150	65
n002381	12	143
n002384	173	60
n002389	18	225
n002414	39	149
n002421	65	156
n002474	41	347
n002475	236	88
n002503	121	168
n002517	340	46
n002556	112	113
n002561	44	444
n002574	81	370
n002581	284	243
n002596	76	111
n002604	33	43
n002647	310	318
n002659	75	203
n002664	217	74
n002669	230	105
n002681	206	104
n002684	47	322
n002703	31	162
n002715	28	19
n002743	17	136
n002749	110	76
n002761	99	165
n002763	361	449
n002770	248	70
n002773	102	63
n002775	57	201
n002803	2	284
n002838	71	376
n002840	74	43
n002855	333	274
n002857	189	64
n002869	267	332
n002873	32	70
n002878	268	355
n002880	211	31
n002884	141	55
n002889	142	286
n002891	74	222
n002894	377	367
n003001	334	532
n003009	239	128
n003079	185	61
n003092	99	395
n003093	99	55
n003104	245	13
n003115	282	11
n003134	243	130
n003140	58	226
n003205	135	506
n003215	35	35
n003217	291	469
n003258	345	72
n003277	113	147
n003288	218	288
n003298	219	457
n003356	214	118
n003379	133	48
n003415	231	161
n003430	176	35
n003436	78	59
n003461	128	32
n003468	243	69
n003490	11	213
n003513	111	43
n003540	161	33
n003554	175	420
n003570	220	99
n003606	202	40
n003635	21	191
n003653	140	443
n003675	454	312
n003725	110	66
n003728	2	118
n003775	387	138
n003786	242	238
n003836	274	178
n003873	334	296
n003881	157	87
n003894	315	91
n003896	206	264
n003917	154	172
n003958	187	209
n004007	51	170
n004050	261	476
n004064	73	252
n004068	77	4
n004070	71	92
n004078	216	166
n004085	63	55
n004123	252	206
n004157	169	193
n004180	48	189
n004208	91	109
n004233	76	116
n004239	6	272
n004240	171	343
n004243	67	256
n004281	58	186
n004333	227	313
n004338	300	102
n004353	152	31
n004357	25	50
n004366	218	296
n004372	199	184
n004380	162	39
n004387	153	144
n004394	98	203
n004411	79	89
n004424	11	46
n004440	249	83
n004449	43	142
n004461	218	189
n004469	25	42
n004482	213	122
n004486	136	128
n004555	50	271
n004563	178	337
n004580	1	270
n004586	122	504
n004588	119	46
n004634	192	222
n004635	214	56
n004652	11	387
n004658	172	256
n004661	34	286
n004662	169	32
n004663	204	23
n004678	42	45
n004679	438	214
n004709	24	218
n004712	356	263
n004719	51	271
n004738	368	487
n004743	365	523
n004756	166	347
n004771	101	289
n004788	186	184
n004793	119	94
n004798	106	79
n004801	9	92
n004812	301	205
n004813	315	279
n004826	301	385
n004850	234	337
n004885	158	212
n004891	63	239
n004898	226	218
n004905	29	247
n004911	346	74
n004915	270	235
n004925	233	107
n004945	269	30
n004999	238	106
n005073	185	22
n005088	79	55
n005101	280	383
n005104	329	19
n005112	120	127
n005114	184	31
n005120	95	160
n005122	238	237
n005123	76	293
n005135	246	252
n005136	124	196
n005137	26	86
n005145	164	111
n005148	140	152
n005157	196	177
n005159	155	186
n005179	429	98
n005181	228	204
n005188	36	366
n005225	64	28
n005226	17	278
n005233	220	229
n005280	125	57
n005282	26	87
n005294	253	35
n005301	140	177
n005303	262	358
n005306	67	243
n005312	104	308
n005316	138	323
n005319	115	288
n005326	80	77
n005328	30	13
n005334	461	198
n005340	461	431
n005347	289	49
n005359	115	84
n005373	207	24
n005377	24	105
n005380	206	227
n005417	160	284
n005425	186	8
n005427	28	124
n005448	101	281
n005473	10	266
n005474	21	8
n005490	228	481
n005513	96	30
n005552	356	228
n005565	107	256
n005577	12	364
n005607	214	328
n005612	340	273
n005619	69	56
n005621	104	222
n005623	124	172
n005630	74	175
n005633	147	35
n005636	81	232
n005639	17	250
n005648	67	164
n005652	75	255
n005664	60	177
n005666	402	178
n005668	15	5
n005670	123	3
n005680	26	241
n005693	274	199
n005695	96	86
n005706	46	291
n005709	73	380
n005723	135	191
n005726	133	308
n005730	324	205
n005748	100	61
n005755	142	164
n005758	447	13
n005762	225	106
n005764	158	136
n005776	27	234
n005799	256	204
n005831	309	143
n005832	100	1
n005833	127	131
n005872	43	70
n005915	334	91
n005956	301	140
n005963	224	230
n005973	63	18
n006053	110	88
n006123	344	433
n006134	225	299
n006211	11	25
n006247	384	150
n006301	328	443
n006347	135	301
n006451	73	237
n006458	112	243
n006497	120	138
n006531	319	347
n006532	106	186
n006574	158	462
n006626	138	343
n006653	4	66
n006659	290	95
n006772	189	377
n006808	180	53
n006858	65	6
n006909	330	213
n006922	186	231
n006987	71	71
n006992	5	44
n007008	203	149
n007021	149	144
n007068	51	255
n007104	218	1
n007121	175	150
n007133	289	127
n007146	125	269
n007159	280	218
n007162	124	274
n007166	181	139
n007169	53	32
n007210	346	120
n007240	218	323
n007241	2	151
n007246	169	244
n007261	42	296
n007296	58	20
n007358	109	119
n007368	344	318
n007381	142	9
n007385	76	31
n007397	120	297
n007439	188	145
n007474	312	403
n007531	83	395
n007548	198	335
n007571	286	322
n007594	48	124
n007650	52	163
n007651	31	20
n007664	155	146
n007668	3	15
n007700	168	275
n007703	245	221
n007753	249	64
n007854	81	175
n007865	131	78
n007900	129	242
n007909	156	48
n007919	251	501
n007949	54	100
n007951	9	67
n008003	195	58
n008015	89	182
n008020	205	130
n008028	179	270
n008036	191	91
n008037	539	358
n008047	166	104
n008056	341	97
